,lemmatised_Luke
12275,heard
12276,thing
12277,:
12278,derided
12279,.
12280,16:15
12281,.
12282,said
12283,:
12284,justify
12285,men
12286,","
12287,God
12288,knoweth
12289,heart
12290,.
12291,high
12292,men
12293,abomination
12294,God
12295,.
12296,16:16
12297,.
12298,law
12299,prophet
12300,John
12301,.
12302,time
12303,kingdom
12304,God
12305,preached
12306,:
12307,every
12308,one
12309,useth
12310,violence
12311,towards
12312,.
12313,16:17
12314,.
12315,easier
12316,heaven
12317,earth
12318,pas
12319,one
12320,tittle
12321,law
12322,fall
12323,.
12324,16:18
12325,.
12326,Every
12327,one
12328,putteth
12329,away
12330,wife
12331,marrieth
12332,another
12333,committeth
12334,adultery
12335,:
12336,marrieth
12337,put
12338,away
12339,husband
12340,committeth
12341,adultery
12342,.
12343,16:19
12344,.
12345,certain
12346,rich
12347,man
12348,clothed
12349,purple
12350,fine
12351,linen
12352,feasted
12353,sumptuously
12354,every
12355,day
12356,.
12357,16:20
12358,.
12359,certain
12360,beggar
12361,","
12362,named
12363,Lazarus
12364,","
12365,lay
12366,gate
12367,","
12368,full
12369,sore
12370,","
12371,16:21
12372,.
12373,Desiring
12374,filled
12375,crumb
12376,fell
12377,rich
12378,man
12379,’
12380,table
12381,.
12382,one
12383,give
12384,:
12385,moreover
12386,dog
12387,came
12388,licked
12389,sore
12390,.
12391,16:22
12392,.
12393,came
12394,pas
12395,beggar
12396,died
12397,carried
12398,angel
12399,Abraham
12400,’
12401,bosom
12402,.
12403,rich
12404,man
12405,also
12406,died
12407,:
12408,buried
12409,hell
12410,.
12411,Abraham
12412,’
12413,bosom
12414,....
12415,place
12416,rest
12417,","
12418,soul
12419,saint
12420,resided
12421,","
12422,till
12423,Christ
12424,opened
12425,heaven
12426,death
12427,.
12428,16:23
12429,.
12430,lifting
12431,eye
12432,torment
12433,","
12434,saw
12435,Abraham
12436,afar
12437,Lazarus
12438,bosom
12439,:
12440,16:24
12441,.
12442,cried
12443,said
12444,:
12445,Father
12446,Abraham
12447,","
12448,mercy
12449,send
12450,Lazarus
12451,","
12452,may
12453,dip
12454,tip
12455,finger
12456,water
12457,cool
12458,tongue
12459,:
12460,tormented
12461,flame
12462,.
12463,16:25
12464,.
12465,Abraham
12466,said
12467,:
12468,Son
12469,","
12470,remember
12471,thou
12472,didst
12473,receive
12474,good
12475,thing
12476,thy
12477,lifetime
12478,","
12479,likewise
12480,Lazarus
12481,evil
12482,thing
12483,:
12484,comforted
12485,thou
12486,art
12487,tormented
12488,.
12489,16:26
12490,.
12491,besides
12492,","
12493,u
12494,","
12495,fixed
12496,great
12497,chaos
12498,:
12499,would
12500,pas
12501,hence
12502,","
12503,thence
12504,come
12505,hither
12506,.
12507,16:27
12508,.
12509,said
12510,:
12511,","
12512,father
12513,","
12514,beseech
12515,thee
12516,thou
12517,wouldst
12518,send
12519,father
12520,’
12521,house
12522,","
12523,five
12524,brother
12525,","
12526,16:28
12527,.
12528,may
12529,testify
12530,unto
12531,","
12532,lest
12533,also
12534,come
12535,place
12536,torment
12537,.
12538,16:29
12539,.
12540,Abraham
12541,said
12542,:
12543,Moses
12544,prophet
12545,.
12546,Let
12547,hear
12548,.
12549,16:30
12550,.
12551,said
12552,:
12553,","
12554,father
12555,Abraham
12556,:
12557,one
12558,went
12559,dead
12560,","
12561,penance
12562,.
12563,16:31
12564,.
12565,said
12566,:
12567,hear
12568,Moses
12569,prophet
12570,","
12571,neither
12572,believe
12573,","
12574,one
12575,rise
12576,dead
12577,.
12578,Luke
12579,Chapter
12580,17
12581,Lessons
12582,avoiding
12583,scandal
12584,efficacy
12585,faith
12586,.
12587,ten
12588,leper
12589,.
12590,manner
12591,coming
12592,Christ
12593,.
12594,17:1
12595,.
12596,said
12597,disciple
12598,:
12599,impossible
12600,scandal
12601,come
12602,.
12603,woe
12604,come
12605,!
12606,17:2
12607,.
12608,better
12609,millstone
12610,hanged
12611,neck
12612,cast
12613,sea
12614,","
12615,scandalize
12616,one
12617,little
12618,one
12619,.
12620,17:3
12621,.
12622,Take
12623,heed
12624,.
12625,thy
12626,brother
12627,sin
12628,thee
12629,","
12630,reprove
12631,:
12632,penance
12633,","
12634,forgive
12635,.
12636,17:4
12637,.
12638,sin
12639,thee
12640,seven
12641,time
12642,day
12643,","
12644,seven
12645,time
12646,day
12647,converted
12648,unto
12649,thee
12650,","
12651,saying
12652,:
12653,repent
12654,:
12655,forgive
12656,.
12657,17:5
12658,.
12659,apostle
12660,said
12661,Lord
12662,:
12663,Increase
12664,faith
12665,.
12666,17:6
12667,.
12668,Lord
12669,said
12670,:
12671,faith
12672,like
12673,grain
12674,mustard
12675,seed
12676,","
12677,might
12678,say
12679,mulberry
12680,tree
12681,:
12682,thou
12683,rooted
12684,thou
12685,transplanted
12686,sea
12687,.
12688,would
12689,obey
12690,.
12691,17:7
12692,.
12693,","
12694,servant
12695,ploughing
12696,feeding
12697,cattle
12698,","
12699,say
12700,","
12701,come
12702,field
12703,:
12704,Immediately
12705,go
12706,.
12707,Sit
12708,meat
12709,.
12710,17:8
12711,.
12712,rather
12713,say
12714,:
12715,Make
12716,ready
12717,supper
12718,gird
12719,thyself
12720,serve
12721,","
12722,whilst
12723,eat
12724,drink
12725,;
12726,afterwards
12727,thou
12728,shalt
12729,eat
12730,drink
12731,?
12732,17:9
12733,.
12734,Doth
12735,thank
12736,servant
12737,thing
12738,commanded
12739,?
12740,17:10
12741,.
12742,think
12743,.
12744,also
12745,","
12746,shall
12747,done
12748,thing
12749,commanded
12750,","
12751,say
12752,:
12753,unprofitable
12754,servant
12755,;
12756,done
12757,ought
12758,.
12759,Unprofitable
12760,servant
12761,....
12762,service
12763,profit
12764,master
12765,;
12766,justly
12767,claim
12768,bounden
12769,duty
12770,.
12771,though
12772,unprofitable
12773,","
12774,serving
12775,unprofitable
12776,u
12777,;
12778,pleased
12779,give
12780,grace
12781,value
12782,good
12783,work
12784,","
12785,","
12786,consequence
12787,promise
12788,","
12789,entitles
12790,eternal
12791,reward
12792,.
12793,17:11
12794,.
12795,came
12796,pas
12797,","
12798,going
12799,Jerusalem
12800,","
12801,passed
12802,midst
12803,Samaria
12804,Galilee
12805,.
12806,17:12
12807,.
12808,entered
12809,certain
12810,town
12811,","
12812,met
12813,ten
12814,men
12815,leper
12816,","
12817,stood
12818,afar
12819,.
12820,17:13
12821,.
12822,lifted
12823,voice
12824,","
12825,saying
12826,:
12827,Jesus
12828,","
12829,Master
12830,","
12831,mercy
12832,u
12833,.
12834,17:14
12835,.
12836,saw
12837,","
12838,said
12839,:
12840,Go
12841,","
12842,shew
12843,priest
12844,.
12845,came
12846,pas
12847,","
12848,went
12849,","
12850,made
12851,clean
12852,.
12853,17:15
12854,.
12855,one
12856,","
12857,saw
12858,made
12859,clean
12860,","
12861,went
12862,back
12863,","
12864,loud
12865,voice
12866,glorifying
12867,God
12868,.
12869,17:16
12870,.
12871,fell
12872,face
12873,foot
12874,","
12875,giving
12876,thanks
12877,.
12878,Samaritan
12879,.
12880,17:17
12881,.
12882,Jesus
12883,answering
12884,","
12885,said
12886,:
12887,ten
12888,made
12889,clean
12890,?
12891,nine
12892,?
12893,17:18
12894,.
12895,one
12896,found
12897,return
12898,give
12899,glory
12900,God
12901,","
12902,stranger
12903,.
12904,17:19
12905,.
12906,said
12907,:
12908,Arise
12909,","
12910,go
12911,thy
12912,way
12913,;
12914,thy
12915,faith
12916,hath
12917,made
12918,thee
12919,whole
12920,.
12921,17:20
12922,.
12923,asked
12924,Pharisees
12925,kingdom
12926,God
12927,come
12928,","
12929,answered
12930,said
12931,:
12932,kingdom
12933,God
12934,cometh
12935,observation
12936,.
12937,17:21
12938,.
12939,Neither
12940,shall
12941,say
12942,:
12943,Behold
12944,","
12945,behold
12946,.
12947,lo
12948,","
12949,kingdom
12950,God
12951,within
12952,.
12953,17:22
12954,.
12955,said
12956,disciple
12957,:
12958,day
12959,come
12960,shall
12961,desire
12962,see
12963,one
12964,day
12965,Son
12966,man
12967,.
12968,shall
12969,see
12970,.
12971,17:23
12972,.
12973,say
12974,:
12975,See
12976,","
12977,see
12978,.
12979,Go
12980,ye
12981,","
12982,follow
12983,.
12984,17:24
12985,.
12986,lightning
12987,lighteneth
12988,heaven
12989,shineth
12990,unto
12991,part
12992,heaven
12993,","
12994,shall
12995,Son
12996,man
12997,day
12998,.
12999,17:25
13000,.
13001,first
13002,must
13003,suffer
13004,many
13005,thing
13006,rejected
13007,generation
13008,.
13009,17:26
13010,.
13011,came
13012,pas
13013,day
13014,Noe
13015,","
13016,shall
13017,also
13018,day
13019,Son
13020,man
13021,.
13022,17:27
13023,.
13024,eat
13025,drink
13026,","
13027,married
13028,wife
13029,given
13030,marriage
13031,","
13032,day
13033,Noe
13034,entered
13035,ark
13036,flood
13037,came
13038,destroyed
13039,.
13040,17:28
13041,.
13042,Likewise
13043,came
13044,pas
13045,day
13046,Lot
13047,.
13048,eat
13049,drink
13050,","
13051,bought
13052,sold
13053,","
13054,planted
13055,built
13056,.
13057,17:29
13058,.
13059,day
13060,Lot
13061,went
13062,Sodom
13063,","
13064,rained
13065,fire
13066,brimstone
13067,heaven
13068,destroyed
13069,.
13070,17:30
13071,.
13072,Even
13073,thus
13074,shall
13075,day
13076,Son
13077,man
13078,shall
13079,revealed
13080,.
13081,17:31
13082,.
13083,hour
13084,","
13085,shall
13086,housetop
13087,","
13088,good
13089,house
13090,","
13091,let
13092,go
13093,take
13094,away
13095,:
13096,shall
13097,field
13098,","
13099,like
13100,manner
13101,","
13102,let
13103,return
13104,back
13105,.
13106,17:32
13107,.
13108,Remember
13109,Lot
13110,’
13111,wife
13112,.
13113,17:33
13114,.
13115,Whosoever
13116,shall
13117,seek
13118,save
13119,life
13120,shall
13121,lose
13122,:
13123,whosoever
13124,shall
13125,lose
13126,shall
13127,preserve
13128,.
13129,17:34
13130,.
13131,say
13132,:
13133,night
13134,shall
13135,two
13136,men
13137,one
13138,bed
13139,.
13140,one
13141,shall
13142,taken
13143,shall
13144,left
13145,.
13146,17:35
13147,.
13148,Two
13149,woman
13150,shall
13151,grinding
13152,together
13153,.
13154,one
13155,shall
13156,taken
13157,shall
13158,left
13159,.
13160,Two
13161,men
13162,shall
13163,field
13164,.
13165,one
13166,shall
13167,taken
13168,shall
13169,left
13170,.
13171,17:36
13172,.
13173,answering
13174,","
13175,say
13176,:
13177,","
13178,Lord
13179,?
13180,17:37.
13181,said
13182,:
13183,Wheresoever
13184,body
13185,shall
13186,","
13187,thither
13188,eagle
13189,also
13190,gathered
13191,together
13192,.
13193,Luke
13194,Chapter
13195,18
13196,must
13197,pray
13198,always
13199,.
13200,Pharisee
13201,publican
13202,.
13203,danger
13204,rich
13205,.
13206,blind
13207,man
13208,restored
13209,sight
13210,.
13211,18:1
13212,.
13213,spoke
13214,also
13215,parable
13216,","
13217,ought
13218,always
13219,pray
13220,faint
13221,","
13222,18:2
13223,.
13224,Saying
13225,:
13226,judge
13227,certain
13228,city
13229,","
13230,feared
13231,God
13232,regarded
13233,man
13234,.
13235,18:3
13236,.
13237,certain
13238,widow
13239,city
13240,;
13241,came
13242,","
13243,saying
13244,:
13245,Avenge
13246,adversary
13247,.
13248,Avenge
13249,....
13250,","
13251,justice
13252,.
13253,Hebraism
13254,.
13255,18:4
13256,.
13257,would
13258,long
13259,time
13260,.
13261,afterwards
13262,said
13263,within
13264,:
13265,Although
13266,fear
13267,God
13268,regard
13269,man
13270,","
13271,18:5
13272,.
13273,Yet
13274,widow
13275,troublesome
13276,","
13277,avenge
13278,","
13279,lest
13280,continually
13281,coming
13282,weary
13283,.
13284,18:6
13285,.
13286,Lord
13287,said
13288,:
13289,Hear
13290,unjust
13291,judge
13292,saith
13293,.
13294,18:7
13295,.
13296,God
13297,revenge
13298,elect
13299,cry
13300,day
13301,night
13302,?
13303,patience
13304,regard
13305,?
13306,18:8
13307,.
13308,say
13309,quickly
13310,revenge
13311,.
13312,yet
13313,Son
13314,man
13315,","
13316,cometh
13317,","
13318,shall
13319,find
13320,","
13321,think
13322,","
13323,faith
13324,earth
13325,?
13326,18:9
13327,.
13328,trusted
13329,despised
13330,others
13331,","
13332,spoke
13333,also
13334,parable
13335,:
13336,18:10
13337,.
13338,Two
13339,men
13340,went
13341,temple
13342,pray
13343,:
13344,one
13345,Pharisee
13346,publican
13347,.
13348,18:11
13349,.
13350,Pharisee
13351,standing
13352,","
13353,prayed
13354,thus
13355,:
13356,God
13357,","
13358,give
13359,thee
13360,thanks
13361,rest
13362,men
13363,","
13364,extortioner
13365,","
13366,unjust
13367,","
13368,adulterer
13369,","
13370,also
13371,publican
13372,.
13373,18:12
13374,.
13375,fast
13376,twice
13377,week
13378,:
13379,give
13380,tithe
13381,posse
13382,.
13383,18:13
13384,.
13385,publican
13386,","
13387,standing
13388,afar
13389,","
13390,would
13391,much
13392,lift
13393,eye
13394,towards
13395,heaven
13396,;
13397,struck
13398,breast
13399,","
13400,saying
13401,:
13402,God
13403,","
13404,merciful
13405,sinner
13406,.
13407,18:14
13408,.
13409,say
13410,","
13411,man
13412,went
13413,house
13414,justified
13415,rather
13416,:
13417,every
13418,one
13419,exalteth
13420,shall
13421,humbled
13422,:
13423,humbleth
13424,shall
13425,exalted
13426,.
13427,18:15
13428,.
13429,brought
13430,unto
13431,also
13432,infant
13433,","
13434,might
13435,touch
13436,.
13437,disciple
13438,saw
13439,","
13440,rebuked
13441,.
13442,18:16
13443,.
13444,Jesus
13445,","
13446,calling
13447,together
13448,","
13449,said
13450,:
13451,Suffer
13452,child
13453,come
13454,forbid
13455,:
13456,kingdom
13457,God
13458,.
13459,18:17
13460,.
13461,Amen
13462,","
13463,say
13464,:
13465,Whosoever
13466,shall
13467,receive
13468,kingdom
13469,God
13470,child
13471,shall
13472,enter
13473,.
13474,18:18
13475,.
13476,certain
13477,ruler
13478,asked
13479,","
13480,saying
13481,:
13482,Good
13483,master
13484,","
13485,shall
13486,posse
13487,everlasting
13488,life
13489,?
13490,18:19
13491,.
13492,Jesus
13493,said
13494,:
13495,dost
13496,thou
13497,call
13498,good
13499,?
13500,None
13501,good
13502,God
13503,alone
13504,.
13505,18:20
13506,.
13507,Thou
13508,knowest
13509,commandment
13510,:
13511,Thou
13512,shalt
13513,kill
13514,.
13515,Thou
13516,shalt
13517,commit
13518,adultery
13519,:
13520,Thou
13521,shalt
13522,steal
13523,:
13524,Thou
13525,shalt
13526,bear
13527,false
13528,witness
13529,:
13530,Honour
13531,thy
13532,father
13533,mother
13534,.
13535,18:21.
13536,said
13537,:
13538,thing
13539,kept
13540,youth
13541,.
13542,18:22
13543,.
13544,Jesus
13545,heard
13546,","
13547,said
13548,:
13549,Yet
13550,one
13551,thing
13552,wanting
13553,thee
13554,.
13555,Sell
13556,whatever
13557,thou
13558,hast
13559,give
13560,poor
13561,:
13562,thou
13563,shalt
13564,treasure
13565,heaven
13566,.
13567,come
13568,","
13569,follow
13570,.
13571,18:23
13572,.
13573,heard
13574,thing
13575,","
13576,became
13577,sorrowful
13578,:
13579,rich
13580,.
13581,18:24
13582,.
13583,Jesus
13584,seeing
13585,become
13586,sorrowful
13587,","
13588,said
13589,:
13590,hardly
13591,shall
13592,rich
13593,enter
13594,kingdom
13595,God
13596,!
13597,18:25
13598,.
13599,easier
13600,camel
13601,pas
13602,eye
13603,needle
13604,rich
13605,man
13606,enter
13607,kingdom
13608,God
13609,.
13610,18:26
13611,.
13612,heard
13613,said
13614,:
13615,saved
13616,?
13617,18:27
13618,.
13619,said
13620,:
13621,thing
13622,impossible
13623,men
13624,possible
13625,God
13626,.
13627,18:28
13628,.
13629,Peter
13630,said
13631,:
13632,Behold
13633,","
13634,left
13635,thing
13636,followed
13637,thee
13638,.
13639,18:29.
13640,said
13641,:
13642,Amen
13643,","
13644,say
13645,","
13646,man
13647,hath
13648,left
13649,home
13650,parent
13651,brother
13652,wife
13653,child
13654,","
13655,kingdom
13656,God
13657,’
13658,sake
13659,","
13660,18:30.
13661,shall
13662,receive
13663,much
13664,present
13665,time
13666,","
13667,world
13668,come
13669,life
13670,everlasting
13671,.
13672,18:31
13673,.
13674,Jesus
13675,took
13676,unto
13677,twelve
13678,said
13679,:
13680,Behold
13681,","
13682,go
13683,Jerusalem
13684,;
13685,thing
13686,shall
13687,accomplished
13688,written
13689,prophet
13690,concerning
13691,Son
13692,man
13693,.
13694,18:32
13695,.
13696,shall
13697,delivered
13698,Gentiles
13699,shall
13700,mocked
13701,scourged
13702,spit
13703,upon
13704,.
13705,18:33
13706,.
13707,scourged
13708,","
13709,put
13710,death
13711,.
13712,third
13713,day
13714,shall
13715,rise
13716,.
13717,18:34
13718,.
13719,understood
13720,none
13721,thing
13722,","
13723,word
13724,hid
13725,:
13726,understood
13727,thing
13728,said
13729,.
13730,18:35
13731,.
13732,came
13733,pas
13734,","
13735,drew
13736,nigh
13737,Jericho
13738,","
13739,certain
13740,blind
13741,man
13742,sat
13743,way
13744,side
13745,","
13746,begging
13747,.
13748,18:36
13749,.
13750,heard
13751,multitude
13752,passing
13753,","
13754,asked
13755,meant
13756,.
13757,18:37
13758,.
13759,told
13760,Jesus
13761,Nazareth
13762,passing
13763,.
13764,18:38
13765,.
13766,cried
13767,","
13768,saying
13769,:
13770,Jesus
13771,","
13772,Son
13773,David
13774,","
13775,mercy
13776,.
13777,18:39
13778,.
13779,went
13780,rebuked
13781,","
13782,hold
13783,peace
13784,:
13785,cried
13786,much
13787,:
13788,Son
13789,David
13790,","
13791,mercy
13792,.
13793,18:40
13794,.
13795,Jesus
13796,standing
13797,","
13798,commanded
13799,brought
13800,unto
13801,.
13802,come
13803,near
13804,","
13805,asked
13806,","
13807,18:41
13808,.
13809,Saying
13810,;
13811,wilt
13812,thou
13813,thee
13814,?
13815,said
13816,:
13817,Lord
13818,","
13819,may
13820,see
13821,.
13822,18:42
13823,.
13824,Jesus
13825,said
13826,:
13827,Receive
13828,thy
13829,sight
13830,:
13831,thy
13832,faith
13833,hath
13834,made
13835,thee
13836,whole
13837,.
13838,18:43
13839,.
13840,immediately
13841,saw
13842,followed
13843,","
13844,glorifying
13845,God
13846,.
13847,people
13848,","
13849,saw
13850,","
13851,gave
13852,praise
13853,God
13854,.
13855,Luke
13856,Chapter
13857,19
13858,Zacheus
13859,entertains
13860,Christ
13861,.
13862,parable
13863,pound
13864,.
13865,Christ
13866,ride
13867,upon
13868,as
13869,weeps
13870,Jerusalem
13871,.
13872,19:1
13873,.
13874,entering
13875,walked
13876,Jericho
13877,.
13878,19:2
13879,.
13880,behold
13881,","
13882,man
13883,named
13884,Zacheus
13885,","
13886,chief
13887,publican
13888,:
13889,rich
13890,.
13891,19:3
13892,.
13893,sought
13894,see
13895,Jesus
13896,:
13897,could
13898,crowd
13899,","
13900,low
13901,stature
